"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Phenobarbital","Phenobarbital",12,61420.1,52777,59035374.2,49957947.381
"Haloperidol","Haloperidol",12,166291.8,136327,54075788.1,49652150.751
"Bisoprolol-Hydrochlorothiazide","Bisoprolol/Hydrochlorothiazide",10,163989.8,145398,51581440.5,49129993.9
"Doxycycline Monohydrate","Doxycycline Monohydrate",12,742408.5,1315899,28849739.5,48771709.071
"Morphine Sulfate*","Morphine Sulfate",10,241593,221130,64869969,48674314.943
"Raloxifene HCl","Raloxifene HCl",10,218728.8,169339,56163278.9,48626200.924
"Novolog Flexpen","Insulin Aspart",12,519878.9,588526,41610645.7,48302818.2
"Azathioprine","Azathioprine",12,83359.6,90745,39375877,46365228.754
"Nabumetone","Nabumetone",12,285655.5,222409,56245997.5,46174880
"Butalbital-Acetaminophen-Caffe","Butalb/Acetaminophen/Caffeine",12,166741.9,185132,37814482.6,45708625
"Silver Sulfadiazine","Silver Sulfadiazine",12,237169.2,251600,47310531.4,45602862.204
"Cyclosporine*","Cyclosporine",10,30913.9,188711,7482234.3,45429929.7
"Glipizide-Metformin","Glipizide/Metformin HCl",12,65790.9,60573,43330488.6,44690998
"Irbesartan-Hydrochlorothiazide","Irbesartan/Hydrochlorothiazide",12,104637,143244,28789188,44266675.5
"Spiriva Handihaler","Tiotropium Bromide",6,372234,236984,72378283.9,44146326
"Desvenlafaxine Succinate ER","Desvenlafaxine Succinate",7,117337.4,156744,30393657.1,43402668.444
"Ulticare Pen Needle","Pen Needle, Diabetic",12,84567.3,122167,28871297.9,43217237.333
"Methylphenidate HCl","Methylphenidate HCl",12,102351.2,108959,41083103.9,42882297.25
"Pyridostigmine Bromide","Pyridostigmine Bromide",12,44055.6,56300,34141637,42722065.833
"Hydroxyurea","Hydroxyurea",12,76754.3,102368,30507728.6,42036685.69
"Ziprasidone HCl","Ziprasidone HCl",12,107212.4,82972,47611075.4,40445527.807
"Fluocinonide","Fluocinonide",12,454481.8,379768,47885510.9,40344234.962
"Clotrimazole*","Clotrimazole",10,470196.9,538888,36083470.1,40131638.804
"Xiidra","Lifitegrast",8,83336.5,149642,20567648,39876358
"Insulin Syringe","Syringe And Needle,Insulin,1ml",12,266618.2,125222,94376601.8,39792273.843
"Comfort Ez Pen Needle","Pen Needle, Diabetic",10,61151.8,92044,27937099,39721671.575
"Suprep","Sodium, Potassium,Mag Sulfates",12,571293.9,108083,207407343.3,39266327
"Pentoxifylline","Pentoxifylline",12,96326.2,88717,41340285.3,38936102
"Diltiazem 24hr ER","Diltiazem HCl",12,231446.4,163220,51936815.7,38658178
"Fenofibrate","Fenofibrate,Micronized",12,167679.3,137024,43726451.1,38005437
"Mometasone Furoate*","Mometasone Furoate",10,437774.8,490025,30042444,37150601.027
"Dofetilide","Dofetilide",8,49985.4,65815,25182905.5,37048301.003
"Incruse Ellipta","Umeclidinium Bromide",9,205610.3,201618,35963235.5,36556605.1
"Progesterone","Progesterone, Micronized",12,75628.3,142649,15320860.4,36221200.857
"Betamethasone Dipropionate","Betamethasone Dipropionate",12,331075.9,407711,29933927.5,35823079.148
"Dorzolamide-Timolol","Dorzolamide HCl/Timolol Maleat",12,498520.7,710453,24055094.8,35787818.815
"Tolterodine Tartrate ER","Tolterodine Tartrate",10,179297,160195,36892564.4,35340255
"Sps*","Sodium Polystyrene Sulfon/Sorb",10,52488.9,59552,35754962.8,35251698.79
"Albuterol Sulfate*","Albuterol Sulfate",10,177513,122469,58334908.6,35060959.369
"Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",12,246333.7,91502,94430256.2,34567937.894
"Cefdinir","Cefdinir",12,989478.1,1621815,22342684.8,34430124.857
"Ssd","Silver Sulfadiazine",12,159580.1,153462,32968346,34331931.921
"Clindamycin Phosphate*","Clindamycin Phosphate",10,238136.9,303687,30682823,34087859.882
"Ibu","Ibuprofen",10,391464.3,154066,61311353.7,33889008
"Candesartan Cilexetil","Candesartan Cilexetil",11,71075.5,109771,19548260.2,33841903.5
"Humalog Kwikpen U-100","Insulin Lispro",12,358609.2,418431,28333098.7,33756806.5
"Single Use Swab","Alcohol Antiseptic Pads",12,145470.6,100066,57789650.7,33725192.999
"Janumet XR","Sitagliptin Phos/Metformin HCl",12,73542.4,89316,25059275,33399526
"Minoxidil","Minoxidil",12,65327.7,122359,25909490.1,33129367.043
"Prochlorperazine Maleate","Prochlorperazine Maleate",12,348946.2,399978,28030019.2,32403126.889
"Propafenone HCl","Propafenone HCl",12,61669.2,51674,38934959.5,32184983
"Leflunomide","Leflunomide",12,97891.1,136112,20625477.6,32118325.786
"Trospium Chloride","Trospium Chloride",12,66603,114171,18419168,32046404.5
"Pilocarpine HCl*","Pilocarpine HCl",10,85033.3,91595,26227033.8,32021247
"Oxycontin","Oxycodone HCl",12,176803.6,65061,81904314.9,31922468
"Levemir Flexpen","Insulin Detemir",6,219949.3,346204,19516367.5,31470091.306
"Multaq","Dronedarone HCl",12,74726,71895,32282480.1,31287525.5
"Jantoven","Warfarin Sodium",12,154152.2,97034,44920592.6,31216981.192
"Lithium Carbonate ER","Lithium Carbonate",12,63693.6,61548,30982066.4,30825587.532
"Terbinafine HCl","Terbinafine HCl",12,295279.1,415181,20265439.3,30209503.365
"Pen Needle","Pen Needle, Diabetic",12,84056.6,91653,24825618.4,30144214
"Verapamil HCl*","Verapamil HCl",10,75428.8,60545,31356660.3,29179945.93
"Glyburide","Glyburide",12,185927.8,59131,83024415.5,28906072
"Fludrocortisone Acetate","Fludrocortisone Acetate",12,99730.7,110294,26033382.5,28749262.77
"Indapamide","Indapamide",12,100743.2,97501,27787248.2,28651760.667
"Carisoprodol","Carisoprodol",12,164174.4,62766,67676037.1,28635634.5
"Ciclopirox","Ciclopirox Olamine",12,168349.8,233909,20552822.2,28494843.948
"Autoshield Duo Pen Needle","Pen Needle,Dual Safety,Diabetc",12,39527.6,65587,15567129.7,28274579.68
"Basaglar Kwikpen U-100","Insulin Glargine,Hum.Rec.Anlog",8,269569.9,352073,21526358.7,27938494.012
"Atenolol-Chlorthalidone","Atenolol/Chlorthalidone",12,127303.8,95405,34144016.5,27760347.317
"Timolol Maleate*","Timolol Maleate",10,713429.6,789738,24319310,27626030.926
"Amlodipine-Valsartan","Amlodipine Besylate/Valsartan",10,75260.9,97478,16726535.2,27604170.25
"Memantine HCl ER","Memantine HCl",6,136645.8,106263,32756864.3,27541195
"Premarin*","Estrogens, Conjugated",10,363010,241518,42368212,27362742.852
"Ozempic","Semaglutide",6,523555.2,1464468,8394721.8,26990261.403
"Vancomycin HCl*","Vancomycin HCl",10,154621.1,161077,51745729.7,26737168.228
"Alcohol Pads","Alcohol Antiseptic Pads",12,65092.2,50736,31483322.3,26689599.575
"Prednisolone Acetate","Prednisolone Acetate",12,1592161,2012515,20671537.4,26276928.948
"Felodipine ER","Felodipine",12,113866.7,81200,34904223.5,26191252
"Verapamil SR","Verapamil HCl",12,70074.2,89811,18080842.7,26085604
"Tamoxifen Citrate","Tamoxifen Citrate",12,94831.6,97487,25184867.3,25657348.857
"Fluconazole","Fluconazole",12,1596312.5,2001592,20374633.1,25574979.885
"Fluvoxamine Maleate","Fluvoxamine Maleate",12,43691.6,51310,20420606.1,25187217.931
"Rivastigmine","Rivastigmine Tartrate",12,53346.8,56505,22440559.8,25126669.666
"Sildenafil Citrate","Sildenafil Citrate",9,115438.9,253277,19556871.7,24926902.3
"Lantus","Insulin Glargine,Hum.Rec.Anlog",12,563198.5,279981,55975081,24898755.174
"Trintellix","Vortioxetine Hydrobromide",8,86869.1,98771,18750786.8,23850297.5
"Ultra-Fine Micro Pen Needle","Pen Needle, Diabetic",7,38178.4,68927,12634206,23760914.556
"Biktarvy","Bictegrav/Emtricit/Tenofov Ala",6,57758.8,83843,15557231.6,23678920.5
"Eszopiclone","Eszopiclone",10,119878.1,149281,19102352.3,23677139.5
"Easy Touch Alcohol Prep Pads","Alcohol Antiseptic Pads",11,30380.2,61963,11374479,23667400.858
"Unifine Pentips","Pen Needle, Diabetic",12,80980.1,67242,28195500.5,23500240.466
"Nitrofurantoin","Nitrofurantoin Macrocrystal",12,319436,313690,22476159.4,23394282.504
"Dilt-XR","Diltiazem HCl",12,132184.8,106695,32630214.9,23316342.556
"Quetiapine Fumarate ER","Quetiapine Fumarate",8,69451.6,76394,17486832.1,23298882
"Fluorouracil*","Fluorouracil",10,377607.1,500442,17190377.8,23206650.149
"Benazepril-Hydrochlorothiazide","Benazepril/Hydrochlorothiazide",12,91991.2,68689,26971705.6,22773917.5
"Klor-Con M10","Potassium Chloride",11,172193.7,77086,40633679.5,22691728.6
"Alcohol Swabs","Alcohol Antiseptic Pads",12,44106.3,66805,12960283.8,22066912.7
"Metolazone","Metolazone",12,265899.6,221550,28600761.3,21852479.029
"Levofloxacin*","Levofloxacin",10,2462456.9,1827884,28282267.7,21578724.408
"Etodolac","Etodolac",12,140521.8,99162,28427645.8,21251851
"Sumatriptan Succinate*","Sumatriptan Succinate",10,378621.2,453972,17576180.3,21048575.663
"Glycopyrrolate*","Glycopyrrolate",10,43574.1,51524,14737469.7,20990238.559
"Synjardy XR","Empagliflozin/Metformin HCl",7,27092.6,58868,9028425.7,20889934
"Nadolol","Nadolol",12,86539,65690,26448039.2,20683549.5
"Xtampza ER","Oxycodone Myristate",8,36892.6,52082,13258011.6,20551975
"Dextroamphetamine-Amphet ER","Dextroamphetamine/Amphetamine",12,67822.6,97857,17563361.6,20491099
"Nyamyc","Nystatin",12,149413.8,223063,13924593.2,20448574.045
"Eplerenone","Eplerenone",12,41992.8,67162,12124493.3,20409666.861
"Diltiazem 24hr ER (XR)","Diltiazem HCl",6,76573.2,91898,19166244.2,20346403
"Tresiba Flextouch U-100","Insulin Degludec",9,146879.4,258451,11252528,20224379
"Prasugrel HCl","Prasugrel HCl",7,74105.3,85432,16317190.7,20199857
"Armour Thyroid","Thyroid,Pork",12,56358.3,64967,16157884.2,20047145.858
"Amlodipine-Olmesartan","Amlodipine Bes/Olmesartan Med",8,50175.6,74543,11961837.2,20038753.5
"Xifaxan","Rifaximin",12,73181.6,96011,15877105.8,19848575.889
"Betamethasone Diprop Augmented","Betamethasone/Propylene Glyc",10,201752.5,206429,18551918.4,19807303.29
"Sure Comfort Pen Needle","Pen Needle, Diabetic",6,47454.3,57064,15871159.4,19332297.937
"Ezetimibe-Simvastatin","Ezetimibe/Simvastatin",7,65490,65526,17523760.8,19304954
"Rabeprazole Sodium","Rabeprazole Sodium",11,53596.8,65972,13987482.3,19286556
"Cholestyramine Light","Cholestyramine/Aspartame",12,39799.6,56814,17143845.1,19208414.264
"Vraylar","Cariprazine HCl",8,48598,98229,9341293.7,19167941.733
"Santyl","Collagenase Clostridium Hist.",10,174680.9,148983,17443850.4,19157845.381
"Diclofenac Potassium","Diclofenac Potassium",12,145995.3,147980,19436134.3,19080622.5
"Fosinopril Sodium","Fosinopril Sodium",12,79819.7,50736,25801132.1,18691523
"Minocycline HCl","Minocycline HCl",12,183196.3,158316,21537693.8,18436086.213
"CyproHEPtadine HCl","CyproHEPtadine HCl",12,54571.9,66484,13050273.1,18294900.57
"Lidocaine-Prilocaine","Lidocaine/Prilocaine",12,207408.2,190729,45351032,18128098.788
"Cefuroxime","Cefuroxime Axetil",12,809583,873273,18109514.7,18062299.33
"Penicillin V Potassium","Penicillin V Potassium",12,494597.2,384413,21863949.8,17916176.6
"Tramadol HCl-Acetaminophen","Tramadol HCl/Acetaminophen",12,228562.9,120732,43614979.4,17913466
"Telmisartan-Hydrochlorothiazid","Telmisartan/Hydrochlorothiazid",10,51448.2,61307,12483301.1,17553213
"Invokana","Canagliflozin",11,136389.8,69576,29224404.6,17454648
"Livalo","Pitavastatin Calcium",11,65079.1,70926,14094205.4,17394226.5
"Trueplus Pen Needle","Pen Needle, Diabetic",7,60671.1,58500,18746981,17254820.245
"Novolog","Insulin Aspart",12,259293.8,148967,23314218.2,17194178.113
"Modafinil","Modafinil",12,55310.2,69010,12682702.6,17173460
"Humalog","Insulin Lispro",12,239927,156031,20492570.1,17053782.95
"Medroxyprogesterone Acetate*","Medroxyprogesterone Acetate",10,120525.9,108623,17268732.1,16977414.69
"Budesonide Dr","Budesonide",7,43884.9,61841,10692068.4,16916334
"Nystop","Nystatin",12,315220.2,225445,26863463.9,16797855.142
"Klor-Con 10","Potassium Chloride",12,198165.5,71147,49671337.3,16552719
"Naltrexone HCl","Naltrexone HCl",12,51834.8,110953,7612951.7,16479707.118
"Diltiazem 12hr ER","Diltiazem HCl",12,40719.5,50070,12111177.5,16457181.57
"Techlite Pen Needle","Pen Needle, Diabetic",7,24751.9,53707,7441239.8,16329934.211
"Acetazolamide","Acetazolamide",12,83437.2,90681,14434052.5,16232723.086
"Tadalafil","Tadalafil",6,57504.7,74638,12270876,15792903.611
"Trulicity","Dulaglutide",10,385520.9,938731,6078571.5,15240416.417
"Spironolactone-HCTZ","Spironolact/Hydrochlorothiazid",12,65671.2,59713,16419797.8,15147595.977
"Rivastigmine","Rivastigmine",9,85698.1,73120,16151484.8,14825427
"Ciclopirox","Ciclopirox",12,259115.1,397306,11280091.5,14723477.541
"Tresiba Flextouch U-200","Insulin Degludec",9,132455.4,197096,9498844.2,14610581.438
"Flovent HFA","Fluticasone Propionate",12,331913,319369,15499739.4,14532367.5
"Sodium Fluoride*","Fluoride (Sodium)",7,16361.1,66196,4823376.9,14481462.942
"Silodosin","Silodosin",6,47472.7,65592,10302191.2,14470842
"Dorzolamide HCl","Dorzolamide HCl",12,223350,288929,10038149.6,14292128.452
"Gentamicin Sulfate*","Gentamicin Sulfate",10,260847.4,255052,17709759.7,14163265.791
"Permethrin","Permethrin",12,154519.3,128757,16283441.1,14127586
"Vitamin D2","Ergocalciferol (Vitamin D2)",12,161823.7,523722,3910077.9,13767586.204
"Paliperidone ER","Paliperidone",9,35878.1,50007,8711576.9,13224316
"Zolpidem Tartrate ER","Zolpidem Tartrate",12,72271.9,69112,12430651.7,12868199
"Rexulti","Brexpiprazole",9,36747.8,66421,7026838.5,12594434.75
"Humulin N","Insulin NPh Human Isophane",12,121632.3,87919,16217390.4,12585136.33
"Calcipotriene","Calcipotriene",12,66113.2,72274,17660464.3,12396067
"Ketorolac Tromethamine*","Ketorolac Tromethamine",10,716608.1,951621,8727886,12273926.235
"Betamethasone Valerate","Betamethasone Valerate",12,147551.4,145618,12987528.6,12266067.176
"Atomoxetine HCl","Atomoxetine HCl",7,37537.6,56491,7802836.4,12242693
"Sulindac","Sulindac",12,82587.8,58059,16828380.9,12204974
"Arnuity Ellipta","Fluticasone Furoate",9,50551.8,74815,7853205.9,11948596.2
"Cartia Xt","Diltiazem HCl",12,305095.7,59399,70194688.5,11824576
"Bicalutamide","Bicalutamide",12,80410.4,73843,12314865.4,11077156
"Fluocinolone Acetonide","Fluocinolone Acetonide",12,76932.7,80799,9981978.6,10826964.039
"Belsomra","Suvorexant",9,58302.2,86387,7078259.2,10758271.5
"Vyvanse","Lisdexamfetamine Dimesylate",12,31039.3,57529,6700212.7,10656095
"Cefadroxil","Cefadroxil",12,187892.7,315336,5887668.8,10617675.98
"Advair HFA","Fluticasone Propion/Salmeterol",10,133814.3,180362,7597154.7,10160958.8
"Halobetasol Propionate","Halobetasol Propionate",12,85247.2,89868,9462134.9,10122432.177
"Movantik","Naloxegol Oxalate",8,53898.7,73045,6009862.9,10104258
"Nystatin-Triamcinolone","Nystatin/Triamcinolone Acet",6,142714.3,145372,9512600,9563788.845
"Econazole Nitrate","Econazole Nitrate",12,163274.2,83651,19694460.2,9071627.283
"Fentanyl","Fentanyl",12,302459.9,124042,20035732.6,8941071.275
"Humulin 70-30","Insulin NPh Hum/Reg Insulin Hm",12,89703,53022,13726578.1,8937959.5
"Latuda","Lurasidone HCl",12,93809.1,76110,20470204.5,8838042.882
"Trimethoprim","Trimethoprim",12,69566.9,53845,8853437.3,8820227
"Levemir","Insulin Detemir",12,164565.9,90227,15738040.1,8804331.67
"Diclofenac Sodium ER","Diclofenac Sodium",12,62986.5,59234,6808391.2,8770435
"Rizatriptan","Rizatriptan Benzoate",11,116992.5,180679,5592479.4,8653285.533
"Novolog Mix 70-30 Flexpen","Insulin Aspart Prot/Insuln Asp",12,91425,62157,12373048.2,8644591
"Ofloxacin*","Ofloxacin",10,843860.8,1021068,6979173.4,8618404.78
"Novolin 70-30","Insulin NPh Hum/Reg Insulin Hm",12,101199.6,51680,15210148,8395340.136
"Victoza 3-Pak","Liraglutide",12,174327.2,142213,9927202.6,7913340.7
"Tretinoin*","Tretinoin",10,68183.3,91688,4952462.4,7742603.6
"Spiriva Respimat","Tiotropium Bromide",10,251498.4,333929,5288877.1,7492306.238
"Erythromycin*","Erythromycin Base",10,701885.5,931761,6382313.3,7326398.501
"Procto-Med HC","Hydrocortisone",8,73818.5,115031,4445373.5,7160528.303
"Lumigan","Bimatoprost",12,394693.2,347753,7400274.1,6993884.21
"Desonide","Desonide",12,164889.3,101247,15087317.7,6905181.827
"Enoxaparin Sodium","Enoxaparin Sodium",12,349757.1,286115,7171857.5,6540411.936
"Cefpodoxime Proxetil","Cefpodoxime Proxetil",12,157958.7,330545,3213320.3,6433108.94
"Famciclovir","Famciclovir",12,76807.1,60825,5596805.5,5960707
"Toujeo Solostar","Insulin Glargine,Hum.Rec.Anlog",9,155328.2,163635,5656517.6,5754670.45
"Shingrix","Varicella-Zoster Ge/As01b/PF",7,2684114,3894337,3861630,5706084.5
"Levemir Flextouch","Insulin Detemir",10,428934.7,183748,41690984.2,5662602.5
"Ertapenem","Ertapenem Sodium",6,41465.5,56925,5116336.5,5568364.736
"Ceftriaxone*","Ceftriaxone Sodium",10,153742.1,148645,5724879.1,5454701.687
"Humulin R","Insulin Regular, Human",12,96248.7,63654,7477225.7,5407143.357
"Combigan","Brimonidine Tartrate/Timolol",12,241120.8,144502,8432903.8,5348094.521
"Clarithromycin","Clarithromycin",12,259115.5,168843,6787447.3,5219497
"Toujeo Max Solostar","Insulin Glargine,Hum.Rec.Anlog",6,56079,106268,2747091.2,5196220.181
"Soliqua 100-33","Insulin Glargine/Lixisenatide",7,29995.4,59571,2426966,5067178.3
"Neomycin-Polymyxin-Dexameth","Neomycin/Polymyxin B/Dexametha",12,513294.5,774697,3118739.2,4660639.36
"Levalbuterol Tartrate HFA","Levalbuterol Tartrate",8,56290.8,93036,2832967.9,4624866.3
"Alphagan P","Brimonidine Tartrate",12,177072.5,118782,6836496.5,4469897.681
"Dulera","Mometasone/Formoterol",10,123876.2,70485,6865234.2,4346266.9
"Lidocaine HCl*","Lidocaine HCl",10,144170.8,72152,9483370,4331318.627
"Oseltamivir Phosphate","Oseltamivir Phosphate",8,632768.2,380069,7037293.2,4243697.5
"Terconazole","Terconazole",12,90555.6,84152,4487163.6,4208958.5
"Testosterone Cypionate","Testosterone Cypionate",12,168986.4,242810,2742425.1,4153566.523
"Estradiol (Twice Weekly)","Estradiol",8,52782.9,70749,3018933.2,4075401
"Benzonatate","Benzonatate",12,39583.6,92427,1870974,4040709
"Polymyxin B Sul-Trimethoprim","Polymyxin B Sulf/Trimethoprim",12,284926.2,334644,3359227.1,3826659.39
"Repatha Sureclick","Evolocumab",9,80618.6,229666,1294041.3,3813156
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",12,57841.9,110490,1692335.8,3718829.214
"Stiolto Respimat","Tiotropium Br/Olodaterol HCl",9,97170.7,155872,2119700.4,3652844.99
"Combivent Respimat","Ipratropium/Albuterol Sulfate",12,253239.8,176341,4918028.1,3645657.007
"Yuvafem","Estradiol",8,55536.5,60394,2897984.8,3557730
"Atrovent HFA","Ipratropium Bromide",12,89190.2,68099,4828912.3,3529490.9
"Imiquimod","Imiquimod",12,93292.3,124101,2414583,3377217.75
"Olopatadine HCl*","Olopatadine HCl",10,219210.1,147406,3542697.1,3262726.834
"Clonidine","Clonidine",12,103621.8,102502,2674363.4,3047773.236
"Moxifloxacin","Moxifloxacin HCl",7,385772.4,596568,1896459.7,2962650.328
"Simbrinza","Brinzolamide/Brimonidine Tart",11,59750.9,68879,2505991.4,2908377.23
"Alvesco","Ciclesonide",10,37379.8,88457,1353923,2784180.3
"Ampicillin Trihydrate","Ampicillin Trihydrate",12,102017.6,67296,4660799.6,2610608
"Linezolid","Linezolid",9,51077.2,88286,1520332,2560403
"Tobramycin-Dexamethasone","Tobramycin/Dexamethasone",12,349799.6,367158,2407397.4,2520339.868
"Victoza 2-Pak","Liraglutide",12,90920,83777,2606198.9,2504753.6
"Neomycin-Polymyxin-HC*","Neomycin/Polymyxin B/Hydrocort",10,208646.3,207059,2429638.9,2400540.95
"Scopolamine","Scopolamine",7,97086.4,200055,1132316.9,2306058.786
"Neomycin-Polymyxin-Hydrocort","Neomycin/Polymyxin B/Hydrocort",12,228590.1,192258,2710439.7,2258926.7
"Fluorometholone","Fluorometholone",12,155054.4,168211,2078668.5,2199971
"Ibandronate Sodium*","Ibandronate Sodium",10,200578.9,239104,1468310.1,1963941.5
"Atovaquone-Proguanil HCl","Atovaquone/Proguanil HCl",12,41673.8,61477,1280453.2,1892680
"Praluent Pen","Alirocumab",9,45839.4,106365,749380.2,1840124.32
"Naloxone HCl*","Naloxone HCl",7,197012.6,744446,472070.2,1788141.85
"Risedronate Sodium","Risedronate Sodium",10,65241.6,71989,1151007.2,1541214.255
"Buprenorphine","Buprenorphine",7,45375.3,74893,840060.1,1493627.414
"Rhopressa","Netarsudil Mesylate",6,68618,89044,950552.1,1337228.27
"Tobramycin*","Tobramycin",8,194560.1,195319,1360958.5,1302654.07
"Humira(Cf) Pen","Adalimumab",6,41768,61474,744932.5,1182524.4
"Vyzulta","Latanoprostene Bunod",7,32672.1,69308,520324,1163823.668
"Epinephrine","Epinephrine",12,169333.9,413026,406636.6,1066944.389
"Atropine Sulfate*","Atropine Sulfate",10,82925.3,109532,698601.9,1014245.085
"Cyanocobalamin Injection","Cyanocobalamin (Vitamin B-12)",12,24200.2,94113,245134.8,976522.645
"Dexamethasone Sodium Phosphate*","Dexamethasone Sodium Phosphate",10,54278.1,57302,951969.5,947695.819
"Calcitonin-Salmon*","Calcitonin,Salmon,Synthetic",7,66761.9,59810,1074010.9,834222.085
"Prolensa","Bromfenac Sodium",11,136314.2,144112,662102.7,799797.8
"Invega Sustenna","Paliperidone Palmitate",12,56359.3,70988,574364.7,777287.372
"Neomycin Sulfate","Neomycin Sulfate",12,51921.3,59818,1206576.2,750510.149
"Boostrix Tdap","Diphth,Pertuss(Acell),Tet Vac",12,438792.8,1250417,227858,632489.06
"Aimovig Autoinjector","Erenumab-Aooe",6,42970.2,55770,294690,420127.999
"Prolia","Denosumab",12,147505.8,255565,229081.9,403776.814
"Twinrix","Hepatitis A And B Vaccine/PF",12,28002.9,119578,45336.5,200788
"Plenvu","PEG3350/Sod Sul/NaCl/KCl/Asb/C",6,35224.8,56685,106933.4,172839
"Proair Respiclick","Albuterol Sulfate",9,68491.8,61816,155110.1,165232.097
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",12,186476.2,240258,133351.6,160008.8
"Tenivac","Tetanus-Diphtheria Toxoids/PF",10,28408.4,51546,18654.3,31446.05
